,Discipline,Event,Event gender,Medal,NOC,Sport,Year
390,Judo,60 - 66kg (half-lightweight),M,Bronze,GEO,Judo,2000
391,Wrestling Free.,76 - 85kg,M,Bronze,GEO,Wrestling,2000
392,Wrestling Gre-R,76 - 85kg,M,Bronze,GEO,Wrestling,2000
393,Boxing,81 - 91kg (heavyweight),M,Bronze,GEO,Boxing,2000
394,Wrestling Free.,85 - 97kg,M,Bronze,GEO,Wrestling,2000
395,Athletics,100m,M,Silver,GER,Athletics,1896
396,Athletics,100m,M,Bronze,GER,Athletics,1928
397,Athletics,100m,M,Bronze,GER,Athletics,1932
398,Athletics,100m,W,Bronze,GER,Athletics,1936
399,Artistic G.,horizontal bar,M,Gold,GER,Gymnastics,1896
400,Artistic G.,horizontal bar,M,Silver,GER,Gymnastics,1896
401,Artistic G.,horizontal bar,M,Bronze,GER,Gymnastics,1936
402,Artistic G.,horizontal bar,M,Silver,GER,Gymnastics,1936
403,Artistic G.,horizontal bar,M,Silver,GER,Gymnastics,1952
404,Artistic G.,horizontal bar,M,Silver,GER,Gymnastics,1992
405,Artistic G.,horizontal bar,M,Gold,GER,Gymnastics,1996
406,Artistic G.,horizontal bar,M,Bronze,GER,Gymnastics,2008
407,Boxing,60 - 63.5kg (light-welterweight),M,Silver,GHA,Boxing,1960
408,Boxing,60 - 63.5kg (light-welterweight),M,Bronze,GHA,Boxing,1964
409,Boxing,71-75kg,M,Bronze,GHA,Boxing,1972
410,Football,football,M,Bronze,GHA,Football,1992
411,Cycling Track,100km,M,Silver,GRE,Cycling,1896
412,Swimming,100m freestyle for sailors,M,Bronze,GRE,Aquatics,1896
413,Swimming,100m freestyle for sailors,M,Gold,GRE,Aquatics,1896
414,Swimming,100m freestyle for sailors,M,Silver,GRE,Aquatics,1896
415,Swimming,1200m freestyle,M,Bronze,GRE,Aquatics,1896
416,Swimming,1200m freestyle,M,Silver,GRE,Aquatics,1896
417,Cycling Track,1km time trial,M,Silver,GRE,Cycling,1896
418,Shooting,25m army pistol,M,Bronze,GRE,Shooting,1896
419,Shooting,25m rapid fire pistol (60 shots),M,Gold,GRE,Shooting,1896
420,Shooting,25m rapid fire pistol (60 shots),M,Silver,GRE,Shooting,1896
421,Swimming,400m freestyle,M,Bronze,GRE,Aquatics,1896
422,Swimming,400m freestyle,M,Silver,GRE,Aquatics,1896
423,Shooting,50m pistol (60 shots),M,Bronze,GRE,Shooting,1896
424,Athletics,800m,M,Bronze,GRE,Athletics,1896
425,Cycling Track,Sprint indivual,M,Silver,GRE,Cycling,1896
426,Boxing,51 - 54kg (bantamweight),M,Bronze,GUY,Boxing,1980
427,Shooting,"400, 600, 800m free rifle, team",M,Bronze,HAI,Shooting,1924
428,Athletics,long jump,M,Silver,HAI,Athletics,1928
429,Sailing,board (Mistral),W,Gold,HKG,Sailing,1996
430,Tennis,doubles,M,Silver,HKG,Tennis,2004
431,Table Tennis,doubles,M,Silver,HKG,Table Tennis,2004
432,Badminton,doubles,M,Silver,HKG,Badminton,2004
433,Athletics,100m,M,Bronze,HUN,Athletics,1896
434,Swimming,100m freestyle,M,Gold,HUN,Aquatics,1896
435,Swimming,100m freestyle,M,Gold,HUN,Aquatics,1904
436,Swimming,100m freestyle,M,Silver,HUN,Aquatics,1908
437,Swimming,100m freestyle,M,Silver,HUN,Aquatics,1928
438,Swimming,100m freestyle,M,Gold,HUN,Aquatics,1936
439,Swimming,100m freestyle,M,Bronze,HUN,Aquatics,1948
440,Swimming,100m freestyle,W,Bronze,HUN,Aquatics,1952
441,Swimming,100m freestyle,W,Gold,HUN,Aquatics,1952
442,Swimming,1200m freestyle,M,Gold,HUN,Aquatics,1896
443,Athletics,800m,M,Silver,HUN,Athletics,1896
444,Archery,teams FITA round,W,Silver,INA,Archery,1988
445,Tennis,doubles,M,Silver,INA,Tennis,1992
446,Table Tennis,doubles,M,Silver,INA,Table Tennis,1992
447,Badminton,doubles,M,Silver,INA,Badminton,1992
448,Tennis,doubles,M,Bronze,INA,Tennis,1996
449,Tennis,doubles,M,Gold,INA,Tennis,1996
450,Table Tennis,doubles,M,Bronze,INA,Table Tennis,1996
451,Table Tennis,doubles,M,Gold,INA,Table Tennis,1996
452,Badminton,doubles,M,Bronze,INA,Badminton,1996
453,Badminton,doubles,M,Gold,INA,Badminton,1996
454,Tennis,doubles,M,Gold,INA,Tennis,2000
455,Tennis,doubles,X,Silver,INA,Tennis,2000
456,Table Tennis,doubles,M,Gold,INA,Table Tennis,2000
457,Table Tennis,doubles,X,Silver,INA,Table Tennis,2000
458,Badminton,doubles,M,Gold,INA,Badminton,2000
459,Badminton,doubles,X,Silver,INA,Badminton,2000
460,Athletics,200m,M,Silver,IND,Athletics,1900
461,Athletics,200m hurdles,M,Silver,IND,Athletics,1900
462,Hockey,hockey,M,Gold,IND,Hockey,1928
463,Hockey,hockey,M,Gold,IND,Hockey,1932
464,Hockey,hockey,M,Gold,IND,Hockey,1936
465,Hockey,hockey,M,Gold,IND,Hockey,1948
466,Hockey,hockey,M,Gold,IND,Hockey,1952
467,Hockey,hockey,M,Gold,IND,Hockey,1956
468,Hockey,hockey,M,Silver,IND,Hockey,1960
469,Hockey,hockey,M,Gold,IND,Hockey,1964
470,Shooting,10m air pistol (40 shots),W,Silver,IOP,Shooting,1992
471,Shooting,10m air rifle (40 shots),W,Bronze,IOP,Shooting,1992
472,Shooting,50m rifle prone (60 shots),M,Bronze,IOP,Shooting,1992
473,Weightlifting,"56 - 60kg, total (featherweight)",M,Bronze,IRI,Weightlifting,1948
474,Wrestling Free.,- 52kg (flyweight),M,Bronze,IRI,Wrestling,1952
475,Wrestling Gre-R,- 52kg (flyweight),M,Bronze,IRI,Wrestling,1952
476,Wrestling Free.,- 52kg (flyweight),M,Silver,IRI,Wrestling,1956
477,Wrestling Gre-R,- 52kg (flyweight),M,Silver,IRI,Wrestling,1956
478,Wrestling Free.,- 52kg (flyweight),M,Bronze,IRI,Wrestling,1960
479,Wrestling Gre-R,- 52kg (flyweight),M,Bronze,IRI,Wrestling,1960
480,Wrestling Free.,- 52kg (flyweight),M,Bronze,IRI,Wrestling,1964
481,Wrestling Gre-R,- 52kg (flyweight),M,Bronze,IRI,Wrestling,1964
482,Weightlifting,"- 56kg, total (bantamweight)",M,Bronze,IRI,Weightlifting,1952
483,Weightlifting,"- 56kg, total (bantamweight)",M,Silver,IRI,Weightlifting,1952
484,Athletics,hammer throw,M,Gold,IRL,Athletics,1928
485,Athletics,hammer throw,M,Gold,IRL,Athletics,1932
486,Athletics,400m hurdles,M,Gold,IRL,Athletics,1932
487,Boxing,51 - 54kg (bantamweight),M,Silver,IRL,Boxing,1952
488,Boxing,51 - 54kg (bantamweight),M,Bronze,IRL,Boxing,1956
489,Boxing,51 - 54kg (bantamweight),M,Silver,IRL,Boxing,1992
490,Boxing,- 51kg (flyweight),M,Bronze,IRL,Boxing,1956
491,Athletics,1500m,M,Gold,IRL,Athletics,1956
492,Boxing,57 - 60kg (lightweight),M,Bronze,IRL,Boxing,1956
493,Boxing,57 - 60kg (lightweight),M,Bronze,IRL,Boxing,1964
494,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Bronze,IRQ,Weightlifting,1960
495,Athletics,triple jump,M,Silver,ISL,Athletics,1956
496,Judo,86 - 95kg (half-heavyweight),M,Bronze,ISL,Judo,1984
497,Athletics,pole vault,W,Bronze,ISL,Athletics,2000
498,Handball,handball,M,Silver,ISL,Handball,2008
499,Judo,56 - 61kg (half-middleweight),W,Silver,ISR,Judo,1992
500,Judo,65 - 71kg (lightweight),M,Bronze,ISR,Judo,1992
501,Sailing,board (Mistral),M,Bronze,ISR,Sailing,1996
502,Sailing,board (Mistral),M,Gold,ISR,Sailing,2004
503,Canoe / Kayak F,K-1 500m (kayak single),M,Bronze,ISR,Canoe / Kayak,2000
504,Judo,90 - 100kg (half-heavyweight),M,Bronze,ISR,Judo,2004
505,Sailing,RS:X - Windsurfer,M,Bronze,ISR,Sailing,2008
506,Sailing,single-handed dinghy (Finn),M,Silver,ISV,Sailing,1988
507,Athletics,high jump,X,Gold,ITA,Athletics,1900
508,Jumping,high jump,X,Gold,ITA,Equestrian,1900
509,Athletics,high jump,W,Silver,ITA,Athletics,1976
510,Jumping,high jump,W,Silver,ITA,Equestrian,1976
511,Athletics,high jump,W,Gold,ITA,Athletics,1980
512,Jumping,high jump,W,Gold,ITA,Equestrian,1980
513,Athletics,high jump,W,Silver,ITA,Athletics,1984
514,Jumping,high jump,W,Silver,ITA,Equestrian,1984
515,Jumping,long jump individual,X,Silver,ITA,Equestrian,1900
516,Fencing,"sabre, masters",M,Gold,ITA,Fencing,1900
517,Fencing,"sabre, masters",M,Silver,ITA,Fencing,1900
518,Athletics,400m,M,Gold,JAM,Athletics,1948
519,Athletics,400m,M,Silver,JAM,Athletics,1948
520,Athletics,400m,M,Gold,JAM,Athletics,1952
521,Athletics,400m,M,Silver,JAM,Athletics,1952
522,Athletics,400m,M,Bronze,JAM,Athletics,2000
523,Athletics,400m,W,Silver,JAM,Athletics,2000
524,Athletics,400m,W,Silver,JAM,Athletics,2008
525,Athletics,800m,M,Silver,JAM,Athletics,1948
526,Athletics,800m,M,Silver,JAM,Athletics,1952
527,Athletics,100m,M,Silver,JAM,Athletics,1952
528,Athletics,100m,M,Silver,JAM,Athletics,1968
529,Athletics,100m,M,Bronze,JAM,Athletics,1972
530,Athletics,100m,M,Silver,JAM,Athletics,1976
531,Tennis,doubles,M,Silver,JPN,Tennis,1920
532,Table Tennis,doubles,M,Silver,JPN,Table Tennis,1920
533,Badminton,doubles,M,Silver,JPN,Badminton,1920
534,Tennis,singles,M,Silver,JPN,Tennis,1920
535,Table Tennis,singles,M,Silver,JPN,Table Tennis,1920
536,Badminton,singles,M,Silver,JPN,Badminton,1920
537,Wrestling Free.,56 - 61kg (featherweight),M,Bronze,JPN,Wrestling,1924
538,Wrestling Gre-R,56 - 61kg (featherweight),M,Bronze,JPN,Wrestling,1924
539,Swimming,100m freestyle,M,Bronze,JPN,Aquatics,1928
540,Swimming,100m freestyle,M,Gold,JPN,Aquatics,1932
541,Swimming,100m freestyle,M,Silver,JPN,Aquatics,1932
542,Shooting,25m rapid fire pistol (60 shots),M,Bronze,KAZ,Shooting,1996
543,Boxing,48 - 51kg (flyweight),M,Silver,KAZ,Boxing,1996
544,Boxing,48 - 51kg (flyweight),M,Silver,KAZ,Boxing,2000
545,Wrestling Free.,48 - 52kg (flyweight),M,Bronze,KAZ,Wrestling,1996
546,Wrestling Gre-R,48 - 52kg (flyweight),M,Bronze,KAZ,Wrestling,1996
547,Shooting,50m rifle 3 positions (3x40 shots),M,Silver,KAZ,Shooting,1996
548,Shooting,50m rifle prone (60 shots),M,Silver,KAZ,Shooting,1996
549,Wrestling Free.,52 - 57kg (bantamweight),M,Gold,KAZ,Wrestling,1996
550,Wrestling Gre-R,52 - 57kg (bantamweight),M,Gold,KAZ,Wrestling,1996
551,Boxing,60 - 63.5kg (light-welterweight),M,Bronze,KAZ,Boxing,1996
552,Athletics,800m,M,Bronze,KEN,Athletics,1964
553,Athletics,800m,M,Silver,KEN,Athletics,1968
554,Athletics,800m,M,Bronze,KEN,Athletics,1972
555,Athletics,800m,M,Gold,KEN,Athletics,1988
556,Athletics,800m,M,Gold,KEN,Athletics,1992
557,Athletics,800m,M,Silver,KEN,Athletics,1992
558,Athletics,800m,M,Bronze,KEN,Athletics,1996
559,Athletics,800m,M,Bronze,KEN,Athletics,2008
560,Athletics,800m,M,Gold,KEN,Athletics,2008
561,Athletics,800m,W,Gold,KEN,Athletics,2008
562,Athletics,800m,W,Silver,KEN,Athletics,2008
563,Athletics,10000m,M,Gold,KEN,Athletics,1968
564,Athletics,10000m,M,Bronze,KEN,Athletics,1984
565,Athletics,10000m,M,Bronze,KEN,Athletics,1988
566,Judo,- 60 kg,M,Bronze,KGZ,Judo,2000
567,Wrestling Free.,55 - 60kg,M,Bronze,KGZ,Wrestling,2008
568,Wrestling Gre-R,55 - 60kg,M,Bronze,KGZ,Wrestling,2008
569,Wrestling Free.,60 - 66kg,M,Silver,KGZ,Wrestling,2008
570,Wrestling Gre-R,60 - 66kg,M,Silver,KGZ,Wrestling,2008
571,Boxing,- 51kg (flyweight),M,Bronze,KOR,Boxing,1948
572,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Bronze,KOR,Weightlifting,1948
573,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Bronze,KOR,Weightlifting,1952
574,Boxing,51 - 54kg (bantamweight),M,Bronze,KOR,Boxing,1952
575,Boxing,51 - 54kg (bantamweight),M,Silver,KOR,Boxing,1956
576,Boxing,51 - 54kg (bantamweight),M,Silver,KOR,Boxing,1964
577,Boxing,51 - 54kg (bantamweight),M,Bronze,KOR,Boxing,1968
578,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Bronze,KOR,Weightlifting,1956
579,Wrestling Free.,- 52kg (flyweight),M,Silver,KOR,Wrestling,1964
580,Wrestling Gre-R,- 52kg (flyweight),M,Silver,KOR,Wrestling,1964
581,Athletics,400m hurdles,M,Silver,KSA,Athletics,2000
582,Jumping,individual,X,Bronze,KSA,Equestrian,2000
583,Golf,individual,X,Bronze,KSA,Golf,2000
584,Roque,individual,X,Bronze,KSA,Roque,2000
585,Jeu de Paume,individual,X,Bronze,KSA,Jeu de paume,2000
586,Rackets,individual,X,Bronze,KSA,Rackets,2000
587,Figure skating,individual,X,Bronze,KSA,Skating,2000
588,Dressage,individual,X,Bronze,KSA,Equestrian,2000
589,Eventing,individual,X,Bronze,KSA,Equestrian,2000
590,Trampoline,individual,X,Bronze,KSA,Gymnastics,2000
591,Shooting,double trap (150 targets),M,Bronze,KUW,Shooting,2000
592,Athletics,50km walk,M,Silver,LAT,Athletics,1932
593,Athletics,50km walk,M,Bronze,LAT,Athletics,1936
594,Athletics,50km walk,M,Silver,LAT,Athletics,2000
595,Wrestling Free.,79 - 87kg (light-heavyweight),M,Silver,LAT,Wrestling,1936
596,Wrestling Gre-R,79 - 87kg (light-heavyweight),M,Silver,LAT,Wrestling,1936
597,Shooting,25m rapid fire pistol (60 shots),M,Silver,LAT,Shooting,1992
598,Canoe / Kayak F,C-1 1000m (canoe single),M,Silver,LAT,Canoe / Kayak,1992
599,Canoe / Kayak F,C-1 1000m (canoe single),M,Silver,LAT,Canoe / Kayak,1996
600,Cycling Road,individual road race,M,Bronze,LAT,Cycling,1992
601,Judo,66 - 73kg (lightweight),M,Bronze,LAT,Judo,2000
602,Wrestling Free.,52 - 57kg (bantamweight),M,Silver,LIB,Wrestling,1952
603,Wrestling Gre-R,52 - 57kg (bantamweight),M,Silver,LIB,Wrestling,1952
604,Wrestling Free.,67 - 73kg (welterweight),M,Bronze,LIB,Wrestling,1952
605,Wrestling Gre-R,67 - 73kg (welterweight),M,Bronze,LIB,Wrestling,1952
606,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Silver,LIB,Weightlifting,1972
607,Wrestling Free.,+ 100kg (super heavyweight),M,Bronze,LIB,Wrestling,1980
608,Wrestling Gre-R,+ 100kg (super heavyweight),M,Bronze,LIB,Wrestling,1980
609,Basketball,basketball,M,Bronze,LTU,Basketball,1992
610,Basketball,basketball,M,Bronze,LTU,Basketball,1996
611,Basketball,basketball,M,Bronze,LTU,Basketball,2000
612,Athletics,discus throw,M,Gold,LTU,Athletics,1992
613,Athletics,discus throw,M,Gold,LTU,Athletics,2000
614,Athletics,discus throw,M,Gold,LTU,Athletics,2004
615,Athletics,discus throw,M,Bronze,LTU,Athletics,2008
616,Rowing,double sculls (2x),W,Bronze,LTU,Rowing,2000
617,Cycling Road,individual road race,W,Bronze,LTU,Cycling,2000
618,Shooting,trap (75 targets),W,Gold,LTU,Shooting,2000
619,Weightlifting,"+ 82.5kg, one-two hand 3 events (heavyweight)",M,Silver,LUX,Weightlifting,1920
620,Athletics,1500m,M,Gold,LUX,Athletics,1952
621,Athletics,marathon,M,Silver,MAR,Athletics,1960
622,Athletics,marathon,M,Silver,MAR,Athletics,2008
623,Athletics,400m hurdles,W,Gold,MAR,Athletics,1984
624,Athletics,400m hurdles,W,Bronze,MAR,Athletics,2000
625,Cycling Track,5000m,M,Gold,MAR,Cycling,1984
626,Athletics,5000m,M,Gold,MAR,Athletics,1984
627,Cycling Track,5000m,M,Bronze,MAR,Cycling,1996
628,Athletics,5000m,M,Bronze,MAR,Athletics,1996
629,Cycling Track,5000m,M,Bronze,MAR,Cycling,2000
630,Athletics,5000m,M,Bronze,MAR,Athletics,2000
631,Tennis,doubles,M,Bronze,MAS,Tennis,1992
632,Table Tennis,doubles,M,Bronze,MAS,Table Tennis,1992
633,Badminton,doubles,M,Bronze,MAS,Badminton,1992
634,Tennis,doubles,M,Silver,MAS,Tennis,1996
635,Table Tennis,doubles,M,Silver,MAS,Table Tennis,1996
636,Badminton,doubles,M,Silver,MAS,Badminton,1996
637,Tennis,singles,M,Bronze,MAS,Tennis,1996
638,Table Tennis,singles,M,Bronze,MAS,Table Tennis,1996
639,Badminton,singles,M,Bronze,MAS,Badminton,1996
640,Tennis,singles,M,Silver,MAS,Tennis,2008
641,Wrestling Free.,100 - 130kg (super heavyweight),M,Bronze,MDA,Wrestling,1996
642,Wrestling Gre-R,100 - 130kg (super heavyweight),M,Bronze,MDA,Wrestling,1996
643,Canoe / Kayak F,C-2 500m (canoe double),M,Silver,MDA,Canoe / Kayak,1996
644,Shooting,10m running target (30+30 shots),M,Silver,MDA,Shooting,2000
645,Boxing,63.5 - 67kg (welterweight),M,Bronze,MDA,Boxing,2000
646,Boxing,51 - 54kg (bantamweight),M,Bronze,MDA,Boxing,2008
647,Boxing,- 50.8kg (flyweight),M,Silver,MEX,Boxing,1932
648,Shooting,50m rifle prone (60 shots),M,Silver,MEX,Shooting,1932
649,Boxing,50.8 - 54kg (bantamweight),M,Bronze,MEX,Boxing,1936
650,Basketball,basketball,M,Bronze,MEX,Basketball,1936
651,Polo,polo,M,Bronze,MEX,Polo,1936
652,Diving,10m platform,M,Bronze,MEX,Aquatics,1948
653,Diving,10m platform,M,Silver,MEX,Aquatics,1952
654,Diving,10m platform,M,Gold,MEX,Aquatics,1956
655,Diving,10m platform,M,Silver,MEX,Aquatics,1968
656,Diving,10m platform,M,Bronze,MEX,Aquatics,1988
657,Wrestling Free.,- 52kg (flyweight),M,Bronze,MGL,Wrestling,1968
658,Wrestling Gre-R,- 52kg (flyweight),M,Bronze,MGL,Wrestling,1968
659,Wrestling Free.,63 - 70kg (lightweight),M,Bronze,MGL,Wrestling,1968
660,Wrestling Gre-R,63 - 70kg (lightweight),M,Bronze,MGL,Wrestling,1968
661,Wrestling Free.,70 - 78kg (welterweight),M,Bronze,MGL,Wrestling,1968
662,Wrestling Gre-R,70 - 78kg (welterweight),M,Bronze,MGL,Wrestling,1968
663,Wrestling Free.,78 - 87kg (middleweight),M,Silver,MGL,Wrestling,1968
664,Wrestling Gre-R,78 - 87kg (middleweight),M,Silver,MGL,Wrestling,1968
665,Wrestling Free.,90 - 100kg (heavyweight),M,Silver,MGL,Wrestling,1972
666,Wrestling Gre-R,90 - 100kg (heavyweight),M,Silver,MGL,Wrestling,1972
667,Wrestling Free.,76 - 85kg,M,Bronze,MKD,Wrestling,2000
668,Wrestling Gre-R,76 - 85kg,M,Bronze,MKD,Wrestling,2000
669,Athletics,800m,W,Bronze,MOZ,Athletics,1996
670,Athletics,800m,W,Gold,MOZ,Athletics,2000
671,Boxing,51 - 54kg (bantamweight),M,Bronze,MRI,Boxing,2008
672,Athletics,100m,M,Silver,NAM,Athletics,1992
673,Athletics,100m,M,Silver,NAM,Athletics,1996
674,Athletics,200m,M,Silver,NAM,Athletics,1992
675,Athletics,200m,M,Silver,NAM,Athletics,1996
676,Swimming,200m backstroke,M,Bronze,NED,Aquatics,1900
677,Swimming,200m backstroke,W,Gold,NED,Aquatics,1984
678,Shooting,"50m army pistol, team",M,Bronze,NED,Shooting,1900
679,Rowing,eight with coxswain (8+),M,Bronze,NED,Rowing,1900
680,Rowing,eight with coxswain (8+),W,Bronze,NED,Rowing,1984
681,Rowing,eight with coxswain (8+),M,Gold,NED,Rowing,1996
682,Rowing,eight with coxswain (8+),W,Silver,NED,Rowing,2000
683,Rowing,eight with coxswain (8+),M,Silver,NED,Rowing,2004
684,Rowing,eight with coxswain (8+),W,Bronze,NED,Rowing,2004
685,Rowing,eight with coxswain (8+),W,Silver,NED,Rowing,2008
686,Rowing,four-oared shell with coxswain (4-),M,Silver,NED,Rowing,1900
687,Boxing,67 - 71kg (light-middleweight),M,Bronze,NGR,Boxing,1964
688,Boxing,75 - 81kg (light-heavyweight),M,Bronze,NGR,Boxing,1972
689,Athletics,4x400m relay,M,Bronze,NGR,Athletics,1984
690,Athletics,4x400m relay,W,Silver,NGR,Athletics,1996
691,Athletics,4x400m relay,M,Silver,NGR,Athletics,2000
692,Athletics,4x400m relay,M,Bronze,NGR,Athletics,2004
693,Boxing,54 - 57kg (featherweight),M,Silver,NGR,Boxing,1984
694,Boxing,+ 91kg (super heavyweight),M,Silver,NGR,Boxing,1992
695,Boxing,+ 91kg (super heavyweight),M,Bronze,NGR,Boxing,1996
696,Athletics,4x100m relay,M,Silver,NGR,Athletics,1992
697,Athletics,4x100m relay,W,Bronze,NGR,Athletics,1992
