,Discipline,Event,Event gender,Medal,NOC,Sport,Year
17451,Boxing,+ 79.38kg (heavyweight),M,Bronze,USA,Boxing,1932
17452,Weightlifting,"- 60kg, total (featherweight)",M,Bronze,USA,Weightlifting,1932
17453,Weightlifting,"- 60kg, total (featherweight)",M,Gold,USA,Weightlifting,1936
17454,Cycling Track,5000m,M,Silver,USA,Cycling,1932
17455,Athletics,5000m,M,Silver,USA,Athletics,1932
17456,Cycling Track,5000m,M,Bronze,USA,Cycling,1964
17457,Cycling Track,5000m,M,Gold,USA,Cycling,1964
17458,Athletics,5000m,M,Bronze,USA,Athletics,1964
17459,Athletics,5000m,M,Gold,USA,Athletics,1964
17460,Boxing,66.68 - 72.57kg (middleweight),M,Gold,USA,Boxing,1932
17461,Sailing,6m,X,Silver,USA,Sailing,1932
17462,Sailing,6m,X,Gold,USA,Sailing,1948
17463,Sailing,6m,X,Gold,USA,Sailing,1952
17464,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Bronze,USA,Weightlifting,1932
17465,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Gold,USA,Weightlifting,1948
17466,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Silver,USA,Weightlifting,1948
17467,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Silver,USA,Weightlifting,1952
17468,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Bronze,USA,Weightlifting,1956
17469,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Gold,USA,Weightlifting,1956
17470,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Silver,USA,Weightlifting,1960
17471,Athletics,80m hurdles,W,Gold,USA,Athletics,1932
17472,Athletics,80m hurdles,W,Silver,USA,Athletics,1932
17473,Sailing,8m,X,Gold,USA,Sailing,1932
17474,Modern Pentath.,Individual competition,M,Bronze,USA,Modern Pentathlon,1932
17475,Modern Pentath.,Individual competition,M,Silver,USA,Modern Pentathlon,1936
17476,Modern Pentath.,Individual competition,M,Silver,USA,Modern Pentathlon,1948
17477,Modern Pentath.,Individual competition,M,Bronze,USA,Modern Pentathlon,1960
17478,Modern Pentath.,Individual competition,W,Silver,USA,Modern Pentathlon,2000
17479,Fencing,foil individual,M,Silver,USA,Fencing,1932
17480,Fencing,foil individual,M,Bronze,USA,Fencing,1960
17481,Hockey,hockey,M,Bronze,USA,Hockey,1932
17482,Hockey,hockey,W,Bronze,USA,Hockey,1984
17483,Artistic G.,indian clubs,M,Bronze,USA,Gymnastics,1932
17484,Artistic G.,indian clubs,M,Gold,USA,Gymnastics,1932
17485,Artistic G.,indian clubs,M,Silver,USA,Gymnastics,1932
17486,Artistic G.,tumbling,M,Bronze,USA,Gymnastics,1932
17487,Artistic G.,tumbling,M,Gold,USA,Gymnastics,1932
17488,Artistic G.,tumbling,M,Silver,USA,Gymnastics,1932
17489,Sailing,two-person keelboat open (Star),X,Gold,USA,Sailing,1932
17490,Sailing,two-person keelboat open (Star),X,Gold,USA,Sailing,1948
17491,Sailing,two-person keelboat open (Star),X,Silver,USA,Sailing,1952
17492,Sailing,two-person keelboat open (Star),X,Gold,USA,Sailing,1956
17493,Sailing,two-person keelboat open (Star),X,Bronze,USA,Sailing,1960
17494,Sailing,two-person keelboat open (Star),X,Silver,USA,Sailing,1964
17495,Sailing,two-person keelboat open (Star),X,Gold,USA,Sailing,1968
17496,Sailing,two-person keelboat open (Star),X,Gold,USA,Sailing,1984
17497,Sailing,two-person keelboat open (Star),X,Silver,USA,Sailing,1988
17498,Sailing,two-person keelboat open (Star),X,Gold,USA,Sailing,1992
17499,Sailing,two-person keelboat open (Star),X,Gold,USA,Sailing,2000
17500,Fencing,épée team,M,Bronze,USA,Fencing,1932
17501,Boxing,50.8 - 54kg (bantamweight),M,Silver,USA,Boxing,1936
17502,Wrestling Free.,72 - 79kg (middleweight),M,Silver,USA,Wrestling,1936
17503,Wrestling Gre-R,72 - 79kg (middleweight),M,Silver,USA,Wrestling,1936
17504,Canoe / Kayak F,K-1 10000m,M,Bronze,USA,Canoe / Kayak,1936
17505,Basketball,basketball,M,Gold,USA,Basketball,1936
17506,Basketball,basketball,M,Gold,USA,Basketball,1948
17507,Basketball,basketball,M,Gold,USA,Basketball,1952
17508,Basketball,basketball,M,Gold,USA,Basketball,1956
17509,Basketball,basketball,M,Gold,USA,Basketball,1960
17510,Basketball,basketball,M,Gold,USA,Basketball,1964
17511,Basketball,basketball,M,Gold,USA,Basketball,1968
17512,Basketball,basketball,M,Silver,USA,Basketball,1972
17513,Basketball,basketball,M,Gold,USA,Basketball,1976
17514,Basketball,basketball,W,Silver,USA,Basketball,1976
17515,Basketball,basketball,M,Gold,USA,Basketball,1984
17516,Basketball,basketball,W,Gold,USA,Basketball,1984
17517,Basketball,basketball,M,Bronze,USA,Basketball,1988
17518,Basketball,basketball,W,Gold,USA,Basketball,1988
17519,Basketball,basketball,M,Gold,USA,Basketball,1992
17520,Basketball,basketball,W,Bronze,USA,Basketball,1992
17521,Basketball,basketball,M,Gold,USA,Basketball,1996
17522,Basketball,basketball,W,Gold,USA,Basketball,1996
17523,Basketball,basketball,M,Gold,USA,Basketball,2000
17524,Basketball,basketball,W,Gold,USA,Basketball,2000
17525,Basketball,basketball,M,Bronze,USA,Basketball,2004
17526,Basketball,basketball,W,Gold,USA,Basketball,2004
17527,Basketball,basketball,M,Gold,USA,Basketball,2008
17528,Basketball,basketball,W,Gold,USA,Basketball,2008
17529,Weightlifting,"+ 82.5kg, total (heavyweight)",M,Gold,USA,Weightlifting,1948
17530,Weightlifting,"+ 82.5kg, total (heavyweight)",M,Silver,USA,Weightlifting,1948
17531,Weightlifting,"- 56kg, total (bantamweight)",M,Bronze,USA,Weightlifting,1948
17532,Weightlifting,"- 56kg, total (bantamweight)",M,Gold,USA,Weightlifting,1948
17533,Weightlifting,"- 56kg, total (bantamweight)",M,Gold,USA,Weightlifting,1956
17534,Weightlifting,"- 56kg, total (bantamweight)",M,Gold,USA,Weightlifting,1960
17535,Wrestling Free.,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1948
17536,Wrestling Gre-R,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1948
17537,Wrestling Free.,52 - 57kg (bantamweight),M,Gold,USA,Wrestling,1960
17538,Wrestling Gre-R,52 - 57kg (bantamweight),M,Gold,USA,Wrestling,1960
17539,Wrestling Free.,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1968
17540,Wrestling Gre-R,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1968
17541,Wrestling Free.,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1972
17542,Wrestling Gre-R,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1972
17543,Wrestling Free.,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1984
17544,Wrestling Gre-R,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1984
17545,Wrestling Free.,52 - 57kg (bantamweight),M,Gold,USA,Wrestling,1996
17546,Wrestling Free.,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1996
17547,Wrestling Gre-R,52 - 57kg (bantamweight),M,Gold,USA,Wrestling,1996
17548,Wrestling Gre-R,52 - 57kg (bantamweight),M,Silver,USA,Wrestling,1996
17549,Boxing,62 - 67kg (welterweight),M,Silver,USA,Boxing,1948
17550,Wrestling Free.,67 - 73kg (welterweight),M,Bronze,USA,Wrestling,1948
17551,Wrestling Gre-R,67 - 73kg (welterweight),M,Bronze,USA,Wrestling,1948
17552,Wrestling Free.,67 - 73kg (welterweight),M,Gold,USA,Wrestling,1952
17553,Wrestling Gre-R,67 - 73kg (welterweight),M,Gold,USA,Wrestling,1952
17554,Wrestling Free.,67 - 73kg (welterweight),M,Gold,USA,Wrestling,1960
17555,Wrestling Gre-R,67 - 73kg (welterweight),M,Gold,USA,Wrestling,1960
17556,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Gold,USA,Weightlifting,1948
17557,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Silver,USA,Weightlifting,1948
17558,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Gold,USA,Weightlifting,1952
17559,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Silver,USA,Weightlifting,1956
17560,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Silver,USA,Weightlifting,1960
17561,Wrestling Free.,73 - 79kg (middleweight),M,Gold,USA,Wrestling,1948
17562,Wrestling Gre-R,73 - 79kg (middleweight),M,Gold,USA,Wrestling,1948
17563,Wrestling Free.,73 - 79kg (middleweight),M,Silver,USA,Wrestling,1956
17564,Wrestling Gre-R,73 - 79kg (middleweight),M,Silver,USA,Wrestling,1956
17565,Canoe / Kayak F,C-1 10000m,M,Silver,USA,Canoe / Kayak,1948
17566,Canoe / Kayak F,C-1 10000m,M,Gold,USA,Canoe / Kayak,1952
17567,Canoe / Kayak F,C-2 10000m,M,Gold,USA,Canoe / Kayak,1948
17568,Canoe / Kayak F,C-2 1000m (canoe double),M,Silver,USA,Canoe / Kayak,1948
17569,Sailing,firefly class,X,Silver,USA,Sailing,1948
17570,Fencing,sabre team,M,Bronze,USA,Fencing,1948
17571,Fencing,sabre team,M,Silver,USA,Fencing,2008
17572,Fencing,sabre team,W,Bronze,USA,Fencing,2008
17573,Sailing,swallow (golondrina),X,Bronze,USA,Sailing,1948
17574,Boxing,+ 81kg (heavyweight),M,Gold,USA,Boxing,1952
17575,Boxing,+ 81kg (heavyweight),M,Gold,USA,Boxing,1956
17576,Boxing,+ 81kg (heavyweight),M,Gold,USA,Boxing,1964
17577,Boxing,+ 81kg (heavyweight),M,Gold,USA,Boxing,1968
17578,Boxing,+ 81kg (heavyweight),M,Bronze,USA,Boxing,1976
17579,Weightlifting,"+ 90kg, total (heavyweight)",M,Gold,USA,Weightlifting,1952
17580,Weightlifting,"+ 90kg, total (heavyweight)",M,Silver,USA,Weightlifting,1952
17581,Weightlifting,"+ 90kg, total (heavyweight)",M,Gold,USA,Weightlifting,1956
17582,Weightlifting,"+ 90kg, total (heavyweight)",M,Bronze,USA,Weightlifting,1960
17583,Weightlifting,"+ 90kg, total (heavyweight)",M,Silver,USA,Weightlifting,1960
17584,Weightlifting,"+ 90kg, total (heavyweight)",M,Bronze,USA,Weightlifting,1964
17585,Weightlifting,"+ 90kg, total (heavyweight)",M,Bronze,USA,Weightlifting,1968
17586,Boxing,- 51kg (flyweight),M,Gold,USA,Boxing,1952
17587,Boxing,- 51kg (flyweight),M,Bronze,USA,Boxing,1964
17588,Sailing,5.5m,X,Gold,USA,Sailing,1952
17589,Sailing,5.5m,X,Gold,USA,Sailing,1960
17590,Sailing,5.5m,X,Bronze,USA,Sailing,1964
17591,Wrestling Free.,57 - 63kg (featherweight),M,Bronze,USA,Wrestling,1952
17592,Wrestling Gre-R,57 - 63kg (featherweight),M,Bronze,USA,Wrestling,1952
17593,Boxing,60 - 63.5kg (light-welterweight),M,Gold,USA,Boxing,1952
17594,Boxing,60 - 63.5kg (light-welterweight),M,Bronze,USA,Boxing,1960
17595,Boxing,60 - 63.5kg (light-welterweight),M,Bronze,USA,Boxing,1968
17596,Boxing,60 - 63.5kg (light-welterweight),M,Gold,USA,Boxing,1972
17597,Boxing,60 - 63.5kg (light-welterweight),M,Gold,USA,Boxing,1976
17598,Boxing,60 - 63.5kg (light-welterweight),M,Gold,USA,Boxing,1984
17599,Boxing,60 - 63.5kg (light-welterweight),M,Silver,USA,Boxing,2000
17600,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Gold,USA,Weightlifting,1952
17601,Wrestling Free.,63 - 67kg (lightweight),M,Silver,USA,Wrestling,1952
17602,Wrestling Free.,63 - 67kg (lightweight),M,Gold,USA,Wrestling,1960
17603,Boxing,71-75kg,M,Gold,USA,Boxing,1952
17604,Boxing,71-75kg,M,Gold,USA,Boxing,1960
17605,Boxing,71-75kg,M,Bronze,USA,Boxing,1968
17606,Boxing,71-75kg,M,Bronze,USA,Boxing,1972
17607,Boxing,71-75kg,M,Gold,USA,Boxing,1976
17608,Boxing,71-75kg,M,Silver,USA,Boxing,1984
17609,Boxing,71-75kg,M,Silver,USA,Boxing,1992
17610,Boxing,71-75kg,M,Bronze,USA,Boxing,1996
17611,Boxing,75 - 81kg (light-heavyweight),M,Gold,USA,Boxing,1952
17612,Boxing,75 - 81kg (light-heavyweight),M,Gold,USA,Boxing,1956
17613,Boxing,75 - 81kg (light-heavyweight),M,Gold,USA,Boxing,1960
17614,Boxing,75 - 81kg (light-heavyweight),M,Gold,USA,Boxing,1976
17615,Boxing,75 - 81kg (light-heavyweight),M,Bronze,USA,Boxing,1984
17616,Boxing,75 - 81kg (light-heavyweight),M,Gold,USA,Boxing,1988
17617,Boxing,75 - 81kg (light-heavyweight),M,Bronze,USA,Boxing,1996
17618,Boxing,75 - 81kg (light-heavyweight),M,Gold,USA,Boxing,2004
17619,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",M,Gold,USA,Weightlifting,1952
17620,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",M,Silver,USA,Weightlifting,1956
17621,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",M,Silver,USA,Weightlifting,1976
17622,Swimming,100m butterfly,W,Bronze,USA,Aquatics,1956
17623,Swimming,100m butterfly,W,Gold,USA,Aquatics,1956
17624,Swimming,100m butterfly,W,Silver,USA,Aquatics,1956
17625,Swimming,100m butterfly,W,Gold,USA,Aquatics,1960
17626,Swimming,100m butterfly,W,Bronze,USA,Aquatics,1964
17627,Swimming,100m butterfly,W,Gold,USA,Aquatics,1964
17628,Swimming,100m butterfly,M,Bronze,USA,Aquatics,1968
17629,Swimming,100m butterfly,M,Gold,USA,Aquatics,1968
17630,Swimming,100m butterfly,M,Silver,USA,Aquatics,1968
17631,Swimming,100m butterfly,W,Bronze,USA,Aquatics,1968
17632,Swimming,100m butterfly,W,Silver,USA,Aquatics,1968
17633,Swimming,100m butterfly,M,Bronze,USA,Aquatics,1972
17634,Swimming,100m butterfly,M,Gold,USA,Aquatics,1972
17635,Swimming,100m butterfly,M,Bronze,USA,Aquatics,1976
17636,Swimming,100m butterfly,M,Gold,USA,Aquatics,1976
17637,Swimming,100m butterfly,M,Silver,USA,Aquatics,1976
17638,Swimming,100m butterfly,W,Bronze,USA,Aquatics,1976
17639,Swimming,100m butterfly,M,Silver,USA,Aquatics,1984
17640,Swimming,100m butterfly,W,Gold,USA,Aquatics,1984
17641,Swimming,100m butterfly,W,Silver,USA,Aquatics,1984
17642,Swimming,100m butterfly,M,Silver,USA,Aquatics,1988
17643,Swimming,100m butterfly,M,Gold,USA,Aquatics,1992
17644,Swimming,100m butterfly,W,Silver,USA,Aquatics,1992
17645,Swimming,100m butterfly,W,Bronze,USA,Aquatics,1996
17646,Swimming,100m butterfly,W,Gold,USA,Aquatics,1996
17647,Swimming,100m butterfly,W,Bronze,USA,Aquatics,2000
17648,Swimming,100m butterfly,M,Gold,USA,Aquatics,2004
17649,Swimming,100m butterfly,M,Silver,USA,Aquatics,2004
17650,Swimming,100m butterfly,M,Gold,USA,Aquatics,2008
17651,Swimming,100m butterfly,W,Silver,USA,Aquatics,2008
17652,Swimming,200m butterfly,M,Gold,USA,Aquatics,1956
17653,Swimming,200m butterfly,M,Bronze,USA,Aquatics,1960
17654,Swimming,200m butterfly,M,Gold,USA,Aquatics,1960
17655,Swimming,200m butterfly,M,Bronze,USA,Aquatics,1964
17656,Swimming,200m butterfly,M,Silver,USA,Aquatics,1964
17657,Swimming,200m butterfly,M,Bronze,USA,Aquatics,1968
17658,Swimming,200m butterfly,M,Gold,USA,Aquatics,1968
17659,Swimming,200m butterfly,W,Bronze,USA,Aquatics,1968
17660,Swimming,200m butterfly,M,Bronze,USA,Aquatics,1972
17661,Swimming,200m butterfly,M,Gold,USA,Aquatics,1972
17662,Swimming,200m butterfly,M,Silver,USA,Aquatics,1972
17663,Swimming,200m butterfly,W,Bronze,USA,Aquatics,1972
17664,Swimming,200m butterfly,W,Gold,USA,Aquatics,1972
17665,Swimming,200m butterfly,W,Silver,USA,Aquatics,1972
17666,Swimming,200m butterfly,M,Bronze,USA,Aquatics,1976
17667,Swimming,200m butterfly,M,Gold,USA,Aquatics,1976
17668,Swimming,200m butterfly,M,Silver,USA,Aquatics,1976
17669,Swimming,200m butterfly,W,Gold,USA,Aquatics,1984
17670,Swimming,200m butterfly,W,Bronze,USA,Aquatics,1988
17671,Swimming,200m butterfly,M,Gold,USA,Aquatics,1992
17672,Swimming,200m butterfly,W,Gold,USA,Aquatics,1992
17673,Swimming,200m butterfly,M,Silver,USA,Aquatics,1996
17674,Swimming,200m butterfly,M,Gold,USA,Aquatics,2000
17675,Swimming,200m butterfly,W,Gold,USA,Aquatics,2000
17676,Swimming,200m butterfly,M,Gold,USA,Aquatics,2004
17677,Swimming,200m butterfly,M,Gold,USA,Aquatics,2008
17678,Weightlifting,"56 - 60kg, total (featherweight)",M,Gold,USA,Weightlifting,1956
17679,Weightlifting,"56 - 60kg, total (featherweight)",M,Silver,USA,Weightlifting,1960
17680,Weightlifting,"56 - 60kg, total (featherweight)",M,Silver,USA,Weightlifting,1964
17681,Boxing,67 - 71kg (light-middleweight),M,Silver,USA,Boxing,1956
17682,Boxing,67 - 71kg (light-middleweight),M,Gold,USA,Boxing,1960
17683,Boxing,67 - 71kg (light-middleweight),M,Bronze,USA,Boxing,1968
17684,Boxing,67 - 71kg (light-middleweight),M,Gold,USA,Boxing,1984
17685,Boxing,67 - 71kg (light-middleweight),M,Silver,USA,Boxing,1988
17686,Boxing,67 - 71kg (light-middleweight),M,Gold,USA,Boxing,1996
17687,Boxing,67 - 71kg (light-middleweight),M,Bronze,USA,Boxing,2000
17688,Modern Pentath.,Team competition,M,Silver,USA,Modern Pentathlon,1956
17689,Modern Pentath.,Team competition,M,Bronze,USA,Modern Pentathlon,1960
17690,Modern Pentath.,Team competition,M,Silver,USA,Modern Pentathlon,1964
17691,Modern Pentath.,Team competition,M,Silver,USA,Modern Pentathlon,1984
17692,Sailing,single-handed dinghy (Finn),M,Bronze,USA,Sailing,1956
17693,Sailing,single-handed dinghy (Finn),M,Silver,USA,Sailing,1964
17694,Sailing,single-handed dinghy (Finn),M,Silver,USA,Sailing,1984
17695,Sailing,single-handed dinghy (Finn),M,Silver,USA,Sailing,1992
17696,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1960
17697,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,1960
17698,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1964
17699,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,1964
17700,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1968
17701,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,1968
17702,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1972
17703,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,1972
17704,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1976
17705,Swimming,4x100m medley relay,W,Silver,USA,Aquatics,1976
17706,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1984
17707,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,1984
17708,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1988
17709,Swimming,4x100m medley relay,W,Silver,USA,Aquatics,1988
17710,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1992
17711,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,1992
17712,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,1996
17713,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,1996
17714,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,2000
17715,Swimming,4x100m medley relay,W,Gold,USA,Aquatics,2000
17716,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,2004
17717,Swimming,4x100m medley relay,W,Silver,USA,Aquatics,2004
17718,Swimming,4x100m medley relay,M,Gold,USA,Aquatics,2008
17719,Swimming,4x100m medley relay,W,Silver,USA,Aquatics,2008
17720,Swimming,200m backstroke,M,Bronze,USA,Aquatics,1964
17721,Swimming,200m backstroke,M,Gold,USA,Aquatics,1964
17722,Swimming,200m backstroke,M,Silver,USA,Aquatics,1964
17723,Swimming,200m backstroke,M,Bronze,USA,Aquatics,1968
17724,Swimming,200m backstroke,M,Silver,USA,Aquatics,1968
17725,Swimming,200m backstroke,W,Bronze,USA,Aquatics,1968
17726,Swimming,200m backstroke,W,Gold,USA,Aquatics,1968
17727,Swimming,200m backstroke,M,Bronze,USA,Aquatics,1972
17728,Swimming,200m backstroke,M,Silver,USA,Aquatics,1972
17729,Swimming,200m backstroke,W,Gold,USA,Aquatics,1972
17730,Swimming,200m backstroke,W,Silver,USA,Aquatics,1972
17731,Swimming,200m backstroke,M,Bronze,USA,Aquatics,1976
17732,Swimming,200m backstroke,M,Gold,USA,Aquatics,1976
17733,Swimming,200m backstroke,M,Silver,USA,Aquatics,1976
17734,Swimming,200m backstroke,M,Gold,USA,Aquatics,1984
17735,Swimming,200m backstroke,W,Silver,USA,Aquatics,1984
17736,Swimming,200m backstroke,M,Gold,USA,Aquatics,1996
17737,Swimming,200m backstroke,M,Silver,USA,Aquatics,1996
17738,Swimming,200m backstroke,W,Silver,USA,Aquatics,1996
17739,Swimming,200m backstroke,M,Gold,USA,Aquatics,2000
17740,Swimming,200m backstroke,M,Silver,USA,Aquatics,2000
17741,Swimming,200m backstroke,M,Gold,USA,Aquatics,2004
17742,Swimming,200m backstroke,M,Gold,USA,Aquatics,2008
17743,Swimming,200m backstroke,M,Silver,USA,Aquatics,2008
17744,Swimming,200m backstroke,W,Silver,USA,Aquatics,2008
17745,Swimming,400m individual medley,M,Gold,USA,Aquatics,1964
17746,Swimming,400m individual medley,M,Silver,USA,Aquatics,1964
17747,Swimming,400m individual medley,W,Bronze,USA,Aquatics,1964
17748,Swimming,400m individual medley,W,Gold,USA,Aquatics,1964
17749,Swimming,400m individual medley,W,Silver,USA,Aquatics,1964
17750,Swimming,400m individual medley,M,Gold,USA,Aquatics,1968
17751,Swimming,400m individual medley,M,Silver,USA,Aquatics,1968
17752,Swimming,400m individual medley,W,Gold,USA,Aquatics,1968
17753,Swimming,400m individual medley,W,Silver,USA,Aquatics,1968
17754,Swimming,400m individual medley,M,Silver,USA,Aquatics,1972
17755,Swimming,400m individual medley,M,Gold,USA,Aquatics,1976
17756,Swimming,400m individual medley,M,Silver,USA,Aquatics,1976
17757,Swimming,400m individual medley,W,Gold,USA,Aquatics,1984
17758,Swimming,400m individual medley,M,Silver,USA,Aquatics,1988
17759,Swimming,400m individual medley,W,Gold,USA,Aquatics,1988
17760,Swimming,400m individual medley,M,Silver,USA,Aquatics,1992
17761,Swimming,400m individual medley,W,Bronze,USA,Aquatics,1992
17762,Swimming,400m individual medley,M,Gold,USA,Aquatics,1996
17763,Swimming,400m individual medley,M,Silver,USA,Aquatics,1996
17764,Swimming,400m individual medley,W,Silver,USA,Aquatics,1996
17765,Swimming,400m individual medley,M,Gold,USA,Aquatics,2000
17766,Swimming,400m individual medley,M,Silver,USA,Aquatics,2000
17767,Swimming,400m individual medley,M,Gold,USA,Aquatics,2004
17768,Swimming,400m individual medley,M,Silver,USA,Aquatics,2004
17769,Swimming,400m individual medley,W,Silver,USA,Aquatics,2004
17770,Swimming,400m individual medley,M,Bronze,USA,Aquatics,2008
17771,Swimming,400m individual medley,M,Gold,USA,Aquatics,2008
17772,Swimming,400m individual medley,W,Bronze,USA,Aquatics,2008
17773,Shooting,50m rifle 3 positions (3x40 shots),M,Gold,USA,Shooting,1964
17774,Shooting,50m rifle 3 positions (3x40 shots),M,Silver,USA,Shooting,1968
17775,Shooting,50m rifle 3 positions (3x40 shots),X,Gold,USA,Shooting,1972
17776,Shooting,50m rifle 3 positions (3x40 shots),X,Silver,USA,Shooting,1972
17777,Shooting,50m rifle 3 positions (3x40 shots),X,Gold,USA,Shooting,1976
17778,Shooting,50m rifle 3 positions (3x40 shots),X,Silver,USA,Shooting,1976
17779,Shooting,50m rifle 3 positions (3x40 shots),M,Silver,USA,Shooting,1992
17780,Shooting,50m rifle 3 positions (3x40 shots),M,Silver,USA,Shooting,2004
17781,Boxing,54 - 57kg (featherweight),M,Bronze,USA,Boxing,1964
17782,Boxing,54 - 57kg (featherweight),M,Silver,USA,Boxing,1968
17783,Boxing,54 - 57kg (featherweight),M,Gold,USA,Boxing,1984
17784,Boxing,54 - 57kg (featherweight),M,Bronze,USA,Boxing,1996
17785,Boxing,54 - 57kg (featherweight),M,Silver,USA,Boxing,2000
17786,Boxing,57 - 60kg (lightweight),M,Bronze,USA,Boxing,1964
17787,Boxing,57 - 60kg (lightweight),M,Gold,USA,Boxing,1968
17788,Boxing,57 - 60kg (lightweight),M,Gold,USA,Boxing,1976
17789,Boxing,57 - 60kg (lightweight),M,Gold,USA,Boxing,1984
17790,Boxing,57 - 60kg (lightweight),M,Bronze,USA,Boxing,1988
17791,Boxing,57 - 60kg (lightweight),M,Gold,USA,Boxing,1992
17792,Boxing,57 - 60kg (lightweight),M,Bronze,USA,Boxing,1996
17793,Judo,68 - 80kg (middleweight),M,Bronze,USA,Judo,1964
17794,Wrestling Free.,78 - 87kg (middleweight),M,Bronze,USA,Wrestling,1964
17795,Wrestling Gre-R,78 - 87kg (middleweight),M,Bronze,USA,Wrestling,1964
17796,Canoe / Kayak F,K-1 500m (kayak single),W,Bronze,USA,Canoe / Kayak,1964
17797,Canoe / Kayak F,K-2 500m (kayak double),W,Silver,USA,Canoe / Kayak,1964
17798,Sailing,dragon,X,Bronze,USA,Sailing,1964
17799,Sailing,dragon,X,Gold,USA,Sailing,1968
17800,Sailing,dragon,X,Bronze,USA,Sailing,1972
17801,Sailing,flying dutchman,X,Bronze,USA,Sailing,1964
17802,Sailing,flying dutchman,X,Gold,USA,Sailing,1984
17803,Sailing,flying dutchman,X,Silver,USA,Sailing,1992
17804,Boxing,- 48kg (light-flyweight),M,Bronze,USA,Boxing,1968
17805,Wrestling Free.,- 48kg (light-flyweight),M,Bronze,USA,Wrestling,1968
17806,Wrestling Gre-R,- 48kg (light-flyweight),M,Bronze,USA,Wrestling,1968
17807,Boxing,- 48kg (light-flyweight),M,Gold,USA,Boxing,1984
17808,Wrestling Free.,- 48kg (light-flyweight),M,Gold,USA,Wrestling,1984
17809,Wrestling Gre-R,- 48kg (light-flyweight),M,Gold,USA,Wrestling,1984
17810,Boxing,- 48kg (light-flyweight),M,Silver,USA,Boxing,1988
17811,Wrestling Free.,- 48kg (light-flyweight),M,Silver,USA,Wrestling,1988
17812,Wrestling Gre-R,- 48kg (light-flyweight),M,Silver,USA,Wrestling,1988
17813,Wrestling Free.,- 52kg (flyweight),M,Silver,USA,Wrestling,1968
17814,Wrestling Gre-R,- 52kg (flyweight),M,Silver,USA,Wrestling,1968
17815,Swimming,100m breaststroke,M,Gold,USA,Aquatics,1968
17816,Swimming,100m breaststroke,W,Bronze,USA,Aquatics,1968
17817,Swimming,100m breaststroke,M,Bronze,USA,Aquatics,1972
17818,Swimming,100m breaststroke,M,Silver,USA,Aquatics,1972
17819,Swimming,100m breaststroke,W,Gold,USA,Aquatics,1972
17820,Swimming,100m breaststroke,M,Gold,USA,Aquatics,1976
17821,Swimming,100m breaststroke,M,Gold,USA,Aquatics,1984
17822,Swimming,100m breaststroke,M,Gold,USA,Aquatics,1992
17823,Swimming,100m breaststroke,W,Silver,USA,Aquatics,1992
17824,Swimming,100m breaststroke,M,Silver,USA,Aquatics,1996
17825,Swimming,100m breaststroke,W,Silver,USA,Aquatics,1996
17826,Swimming,100m breaststroke,M,Silver,USA,Aquatics,2000
17827,Swimming,100m breaststroke,W,Gold,USA,Aquatics,2000
